state,district,block,village,business_category,commodity_or_service,unit,date,year,month,season,festival_month_flag,fuel_price_index,mandi_footfall_index,historical_price_inr,historical_demand_volume,price_next_1m,price_next_3m,price_next_6m,demand_next_1m,demand_next_3m,price_volatility_3m,price_trend,pricing_recommendation
Jharkhand,Dhanbad,Govindpur,Behichiya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-09-01,2024,9,Monsoon,0,90.92,98.49,104.86,417.1,105.04,107.67,113.06,397.3,441.2,0.59,Upward,Gradual Price Hike
Jharkhand,Dhanbad,Govindpur,Behichiya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-01-01,2024,1,Winter,0,92.37,100.93,184.81,362.1,189.33,189.57,183.54,363.9,352.9,0.0,Upward,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-02-01,2024,2,Winter,0,92.31,102.86,189.33,363.9,195.26,185.2,183.41,356.2,363.1,2.26,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-03-01,2024,3,Summer,1,90.44,104.45,195.26,356.2,189.57,181.67,181.83,352.9,341.4,4.28,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-04-01,2024,4,Summer,0,89.96,103.77,189.57,352.9,185.2,183.54,179.47,363.1,338.4,2.74,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-05-01,2024,5,Summer,0,90.56,104.72,185.2,363.1,181.67,183.41,183.38,341.4,376.3,4.12,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-06-01,2024,6,Monsoon,0,91.2,102.43,181.67,341.4,183.54,181.83,186.21,338.4,350.0,3.23,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-07-01,2024,7,Monsoon,0,89.9,102.34,183.54,338.4,183.41,179.47,187.08,376.3,360.4,1.44,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-08-01,2024,8,Monsoon,1,91.01,103.57,183.41,376.3,181.83,183.38,192.5,350.0,327.3,0.86,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-09-01,2024,9,Monsoon,0,88.9,103.77,181.83,350.0,179.47,186.21,198.41,360.4,340.3,0.78,Upward,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-01-01,2024,1,Winter,0,88.8,103.68,1540.75,306.3,1559.33,1593.81,1521.43,307.2,295.1,0.0,Upward,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-02-01,2024,2,Winter,0,87.87,102.73,1559.33,307.2,1611.99,1554.43,1522.47,347.5,305.5,9.29,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-03-01,2024,3,Summer,1,87.83,101.93,1611.99,347.5,1593.81,1553.39,1485.9,295.1,315.7,30.17,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-04-01,2024,4,Summer,0,88.11,101.0,1593.81,295.1,1554.43,1521.43,1489.42,305.5,291.8,21.84,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-05-01,2024,5,Summer,0,89.97,100.16,1554.43,305.5,1553.39,1522.47,1558.5,315.7,376.7,24.02,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-06-01,2024,6,Monsoon,0,88.78,99.21,1553.39,315.7,1521.43,1485.9,1551.76,291.8,335.1,18.81,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-07-01,2024,7,Monsoon,0,89.96,100.99,1521.43,291.8,1522.47,1489.42,1616.99,376.7,340.2,15.32,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-08-01,2024,8,Monsoon,1,89.7,103.12,1522.47,376.7,1485.9,1558.5,1613.39,335.1,306.4,14.83,Upward,Gradual Price Hike
Jharkhand,Dhanbad,Govindpur,Behichiya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-09-01,2024,9,Monsoon,0,89.64,102.26,1485.9,335.1,1489.42,1551.76,1642.2,340.2,335.7,17.0,Upward,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Food Processing,Mustard Oil,INR/Litre,2024-01-01,2024,1,Winter,0,90.6,97.77,141.79,148.1,144.73,144.48,137.49,150.0,146.6,0.0,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Food Processing,Mustard Oil,INR/Litre,2024-02-01,2024,2,Winter,0,91.63,97.8,144.73,150.0,149.77,141.39,140.61,173.7,137.8,1.47,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Food Processing,Mustard Oil,INR/Litre,2024-03-01,2024,3,Summer,1,92.84,97.94,149.77,173.7,144.48,142.49,131.42,146.6,139.6,3.3,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Food Processing,Mustard Oil,INR/Litre,2024-04-01,2024,4,Summer,0,94.68,99.07,144.48,146.6,141.39,137.49,138.96,137.8,148.7,2.44,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Food Processing,Mustard Oil,INR/Litre,2024-05-01,2024,5,Summer,0,93.9,97.04,141.39,137.8,142.49,140.61,141.4,139.6,161.7,3.46,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Food Processing,Mustard Oil,INR/Litre,2024-06-01,2024,6,Monsoon,0,94.48,99.29,142.49,139.6,137.49,131.42,140.26,148.7,144.9,1.28,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Food Processing,Mustard Oil,INR/Litre,2024-07-01,2024,7,Monsoon,0,94.03,99.61,137.49,148.7,140.61,138.96,145.92,161.7,150.6,2.15,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Food Processing,Mustard Oil,INR/Litre,2024-08-01,2024,8,Monsoon,1,93.03,100.01,140.61,161.7,131.42,141.4,149.16,144.9,138.7,2.06,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Food Processing,Mustard Oil,INR/Litre,2024-09-01,2024,9,Monsoon,0,92.21,99.4,131.42,144.9,138.96,140.26,152.19,150.6,151.0,3.81,Upward,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Retail / Kirana,Grocery Essentials,INR/Order,2024-01-01,2024,1,Winter,0,89.71,102.16,442.73,58.0,444.3,439.96,410.61,58.9,62.5,0.0,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Retail / Kirana,Grocery Essentials,INR/Order,2024-02-01,2024,2,Winter,0,90.13,101.15,444.3,58.9,459.07,442.11,420.34,64.8,61.0,0.78,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Retail / Kirana,Grocery Essentials,INR/Order,2024-03-01,2024,3,Summer,1,88.63,103.85,459.07,64.8,439.96,423.72,402.49,62.5,68.1,7.36,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Retail / Kirana,Grocery Essentials,INR/Order,2024-04-01,2024,4,Summer,0,90.36,103.79,439.96,62.5,442.11,410.61,409.54,61.0,56.2,8.18,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Retail / Kirana,Grocery Essentials,INR/Order,2024-05-01,2024,5,Summer,0,90.27,101.64,442.11,61.0,423.72,420.34,408.6,68.1,70.2,8.55,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Retail / Kirana,Grocery Essentials,INR/Order,2024-06-01,2024,6,Monsoon,0,91.61,101.83,423.72,68.1,410.61,402.49,424.8,56.2,65.7,8.21,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Retail / Kirana,Grocery Essentials,INR/Order,2024-07-01,2024,7,Monsoon,0,92.02,100.81,410.61,56.2,420.34,409.54,437.84,70.2,61.3,12.92,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Retail / Kirana,Grocery Essentials,INR/Order,2024-08-01,2024,8,Monsoon,1,92.57,102.07,420.34,70.2,402.49,408.6,428.96,65.7,65.8,5.56,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Retail / Kirana,Grocery Essentials,INR/Order,2024-09-01,2024,9,Monsoon,0,93.25,101.09,402.49,65.7,409.54,424.8,445.53,61.3,61.9,7.3,Upward,Gradual Price Hike
Jharkhand,Dhanbad,Govindpur,Behichiya,Tailoring & Garment Services,Stitching Job,INR/Job,2024-01-01,2024,1,Winter,0,90.14,101.13,287.23,403.2,290.83,298.86,277.86,380.3,386.7,0.0,Upward,Gradual Price Hike
Jharkhand,Dhanbad,Govindpur,Behichiya,Tailoring & Garment Services,Stitching Job,INR/Job,2024-02-01,2024,2,Winter,0,91.28,99.44,290.83,380.3,297.88,290.09,280.22,439.3,427.5,1.8,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Tailoring & Garment Services,Stitching Job,INR/Job,2024-03-01,2024,3,Summer,1,91.04,100.28,297.88,439.3,298.86,281.16,274.77,386.7,397.9,4.43,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Tailoring & Garment Services,Stitching Job,INR/Job,2024-04-01,2024,4,Summer,0,92.62,99.53,298.86,386.7,290.09,277.86,279.1,427.5,397.3,3.58,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Tailoring & Garment Services,Stitching Job,INR/Job,2024-05-01,2024,5,Summer,0,93.1,99.85,290.09,427.5,281.16,280.22,279.66,397.9,442.8,3.92,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Tailoring & Garment Services,Stitching Job,INR/Job,2024-06-01,2024,6,Monsoon,0,95.72,101.49,281.16,397.9,277.86,274.77,288.04,397.3,379.7,7.23,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Tailoring & Garment Services,Stitching Job,INR/Job,2024-07-01,2024,7,Monsoon,0,95.28,101.32,277.86,397.3,280.22,279.1,298.57,442.8,410.7,5.17,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Tailoring & Garment Services,Stitching Job,INR/Job,2024-08-01,2024,8,Monsoon,1,95.52,102.72,280.22,442.8,274.77,279.66,299.31,379.7,389.2,1.39,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Tailoring & Garment Services,Stitching Job,INR/Job,2024-09-01,2024,9,Monsoon,0,94.29,104.03,274.77,379.7,279.1,288.04,304.3,410.7,377.4,2.23,Upward,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Repair & Maintenance,Service Job,INR/Service,2024-01-01,2024,1,Winter,0,91.2,99.71,220.18,347.4,225.83,224.47,216.05,302.6,336.5,0.0,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Repair & Maintenance,Service Job,INR/Service,2024-02-01,2024,2,Winter,0,90.6,99.6,225.83,302.6,233.8,224.43,219.14,397.5,334.3,2.83,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Repair & Maintenance,Service Job,INR/Service,2024-03-01,2024,3,Summer,1,88.74,99.54,233.8,397.5,224.47,218.54,214.86,336.5,322.3,5.59,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Repair & Maintenance,Service Job,INR/Service,2024-04-01,2024,4,Summer,0,88.22,100.63,224.47,336.5,224.43,216.05,217.53,334.3,354.8,4.11,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Repair & Maintenance,Service Job,INR/Service,2024-05-01,2024,5,Summer,0,90.02,100.71,224.43,334.3,218.54,219.14,218.13,322.3,377.2,4.41,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Repair & Maintenance,Service Job,INR/Service,2024-06-01,2024,6,Monsoon,0,91.04,101.81,218.54,322.3,216.05,214.86,221.14,354.8,288.1,2.78,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Repair & Maintenance,Service Job,INR/Service,2024-07-01,2024,7,Monsoon,0,90.62,101.69,216.05,354.8,219.14,217.53,227.95,377.2,305.1,3.51,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Repair & Maintenance,Service Job,INR/Service,2024-08-01,2024,8,Monsoon,1,90.21,101.81,219.14,377.2,214.86,218.13,232.73,288.1,315.1,1.34,Stable,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Repair & Maintenance,Service Job,INR/Service,2024-09-01,2024,9,Monsoon,0,89.82,98.81,214.86,288.1,217.53,221.14,239.18,305.1,351.4,1.81,Upward,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-01-01,2024,1,Winter,0,91.26,99.1,56.97,136.7,58.41,58.43,54.6,126.7,125.0,0.0,Upward,Gradual Price Hike
Jharkhand,Dhanbad,Govindpur,Behichiya,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-02-01,2024,2,Winter,0,91.94,99.35,58.41,126.7,60.23,57.22,55.2,148.2,145.5,0.72,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-03-01,2024,3,Summer,1,92.81,98.3,60.23,148.2,58.43,56.59,52.98,125.0,134.8,1.33,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-04-01,2024,4,Summer,0,93.57,99.94,58.43,125.0,57.22,54.6,53.21,145.5,135.1,0.85,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-05-01,2024,5,Summer,0,95.12,102.24,57.22,145.5,56.59,55.2,54.15,134.8,157.0,1.24,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-06-01,2024,6,Monsoon,0,94.8,98.86,56.59,134.8,54.6,52.98,56.22,135.1,140.6,0.77,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-07-01,2024,7,Monsoon,0,94.95,97.84,54.6,135.1,55.2,53.21,56.9,157.0,146.8,1.12,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-08-01,2024,8,Monsoon,1,93.71,97.93,55.2,157.0,52.98,54.15,57.79,140.6,137.1,0.83,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-09-01,2024,9,Monsoon,0,92.18,99.62,52.98,140.6,53.21,56.22,57.89,146.8,131.5,0.93,Upward,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-01-01,2024,1,Winter,0,89.98,98.96,333.7,391.0,336.27,335.46,315.46,395.4,378.1,0.0,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-02-01,2024,2,Winter,0,90.64,97.88,336.27,395.4,345.37,328.35,321.35,437.8,377.3,1.28,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-03-01,2024,3,Summer,1,90.91,99.23,345.37,437.8,335.46,319.25,315.94,378.1,385.2,5.01,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-04-01,2024,4,Summer,0,92.55,98.78,335.46,378.1,328.35,315.46,311.89,377.3,367.6,4.49,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-05-01,2024,5,Summer,0,92.7,100.65,328.35,377.3,319.25,321.35,317.03,385.2,470.7,6.98,Downward,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-06-01,2024,6,Monsoon,0,92.18,99.64,319.25,385.2,315.46,315.94,328.82,367.6,358.4,6.63,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-07-01,2024,7,Monsoon,0,92.33,100.06,315.46,367.6,321.35,311.89,334.23,470.7,408.7,5.41,Stable,Competitive Market Rate
Jharkhand,Dhanbad,Govindpur,Behichiya,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-08-01,2024,8,Monsoon,1,92.98,98.81,321.35,470.7,315.94,317.03,337.06,358.4,383.8,2.44,Stable,Promotional Discounting
Jharkhand,Dhanbad,Govindpur,Behichiya,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-09-01,2024,9,Monsoon,0,93.04,102.03,315.94,358.4,311.89,328.82,342.43,408.7,363.9,2.67,Upward,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-01-01,2024,1,Winter,0,88.59,98.18,43.51,282.6,42.88,43.51,41.25,266.2,261.1,0.0,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-02-01,2024,2,Winter,0,87.11,97.38,42.88,266.2,45.14,42.85,41.11,274.4,252.5,0.31,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-03-01,2024,3,Summer,1,87.95,95.27,45.14,274.4,43.51,41.15,39.15,261.1,241.7,0.95,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-04-01,2024,4,Summer,0,90.28,95.38,43.51,261.1,42.85,41.25,39.52,252.5,281.4,0.95,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-05-01,2024,5,Summer,0,89.97,96.55,42.85,252.5,41.15,41.11,40.28,241.7,299.7,0.96,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-06-01,2024,6,Monsoon,0,92.04,96.66,41.15,241.7,41.25,39.15,40.97,281.4,279.5,0.99,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-07-01,2024,7,Monsoon,0,92.16,98.5,41.25,281.4,41.11,39.52,41.79,299.7,261.7,0.78,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-08-01,2024,8,Monsoon,1,91.34,97.38,41.11,299.7,39.15,40.28,43.03,279.5,266.6,0.06,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-09-01,2024,9,Monsoon,0,90.15,97.71,39.15,279.5,39.52,40.97,43.78,261.7,267.9,0.96,Upward,Gradual Price Hike
Jharkhand,Ranchi,Kanke,Kokdoro,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-01-01,2024,1,Winter,0,88.72,101.83,111.79,226.2,114.26,115.52,109.78,194.8,226.9,0.0,Upward,Gradual Price Hike
Jharkhand,Ranchi,Kanke,Kokdoro,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-02-01,2024,2,Winter,0,88.36,101.51,114.26,194.8,118.78,114.01,109.36,275.6,217.7,1.23,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-03-01,2024,3,Summer,1,87.62,103.74,118.78,275.6,115.52,112.73,107.09,226.9,216.6,2.89,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-04-01,2024,4,Summer,0,87.4,103.97,115.52,226.9,114.01,109.78,108.5,217.7,225.7,1.9,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-05-01,2024,5,Summer,0,87.47,103.46,114.01,217.7,112.73,109.36,109.59,216.6,266.5,1.99,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-06-01,2024,6,Monsoon,0,88.1,102.54,112.73,216.6,109.78,107.09,113.02,225.7,215.9,1.14,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-07-01,2024,7,Monsoon,0,88.02,102.09,109.78,225.7,109.36,108.5,114.03,266.5,213.2,1.77,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-08-01,2024,8,Monsoon,1,88.6,101.51,109.36,266.5,107.09,109.59,117.26,215.9,222.2,1.5,Stable,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-09-01,2024,9,Monsoon,0,88.68,101.76,107.09,215.9,108.5,113.02,118.57,213.2,224.8,1.18,Upward,Gradual Price Hike
Jharkhand,Ranchi,Kanke,Kokdoro,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-01-01,2024,1,Winter,0,90.34,100.09,170.3,401.5,174.51,177.16,165.83,421.8,392.7,0.0,Upward,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-02-01,2024,2,Winter,0,90.59,100.23,174.51,421.8,178.35,174.33,169.05,435.2,417.4,2.11,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-03-01,2024,3,Summer,1,91.96,102.81,178.35,435.2,177.16,169.62,163.69,392.7,402.9,3.29,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-04-01,2024,4,Summer,0,90.62,102.47,177.16,392.7,174.33,165.83,162.93,417.4,409.8,1.6,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-05-01,2024,5,Summer,0,88.7,102.6,174.33,417.4,169.62,169.05,163.97,402.9,451.8,1.69,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-06-01,2024,6,Monsoon,0,88.21,102.96,169.62,402.9,165.83,163.69,168.83,409.8,389.3,3.11,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-07-01,2024,7,Monsoon,0,88.1,102.27,165.83,409.8,169.05,162.93,176.39,451.8,412.2,3.48,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-08-01,2024,8,Monsoon,1,89.21,101.07,169.05,451.8,163.69,163.97,173.2,389.3,453.8,1.67,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-09-01,2024,9,Monsoon,0,90.9,103.02,163.69,389.3,162.93,168.83,180.08,412.2,406.3,2.2,Upward,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-01-01,2024,1,Winter,0,91.03,100.88,1484.76,183.8,1501.07,1478.04,1388.71,169.7,175.4,0.0,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-02-01,2024,2,Winter,0,90.33,102.74,1501.07,169.7,1500.74,1478.7,1404.47,216.9,182.6,8.15,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-03-01,2024,3,Summer,1,90.13,102.77,1500.74,216.9,1478.04,1435.34,1387.13,175.4,199.2,7.61,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-04-01,2024,4,Summer,0,90.47,103.23,1478.04,175.4,1478.7,1388.71,1378.56,182.6,190.4,10.78,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-05-01,2024,5,Summer,0,90.17,105.79,1478.7,182.6,1435.34,1404.47,1384.61,199.2,210.7,10.55,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-06-01,2024,6,Monsoon,0,92.1,106.15,1435.34,199.2,1388.71,1387.13,1401.57,190.4,186.7,20.29,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-07-01,2024,7,Monsoon,0,92.69,110.05,1388.71,190.4,1404.47,1378.56,1472.95,210.7,192.2,36.74,Stable,Competitive Market Rate
